tiempo,latitude,longitude,altitud,s_vertical,viento_u,viento_v,temperatura,presion,densidad,gravedad,diameter_balloon
46,13.808631444147752,-89.32898827900566,652.2040490300715,3.2975782788053234,0.033180768270450314,0.372608281980665,283.9106736813045,93732.88183905494,1.1501853406568388,9.804642480038869,1.89791415461781
47,13.808625106590988,-89.32898828992099,655.5111290091482,3.297754011396621,0.03294482826818222,0.37266316656818627,283.8891776614405,93695.6027006369,1.1498149497834191,9.804632302235508,1.89811792497589
48,13.808618769034226,-89.32898830083633,658.818208988225,3.2979297439879183,0.032708888265914136,0.3727180511557076,283.8676816415765,93658.33564435,1.1494446510948235,9.804622124447999,1.89832173212561
49,13.808612431477464,-89.32898831175164,662.1252889673018,3.2981054765792157,0.03247294826364605,0.3727729357432289,283.8461856217125,93621.0806671537,1.1490744445746772,9.804611946676335,1.89852557607640
50,13.8086060939207,-89.32898832266697,665.4323689463786,3.298281209170513,0.032237008261377965,0.3728278203307502,283.8246896018485,93583.83776600787,1.1487043302066053,9.804601768920518,1.89872945683770
51,13.808599756363938,-89.3289883335823,668.7394489254553,3.29845694176181,0.03200106825910988,0.3728827049182715,283.80319358198454,93546.60693787313,1.1483343079742374,9.804591591180548,1.89893337441895
52,13.808593418807174,-89.32898834449763,672.0465289045321,3.2986326743531076,0.03176512825684179,0.3729375895057928,283.78169756212054,93509.38817971035,1.1479643778612012,9.804581413456427,1.89913732882960
53,13.808587081250412,-89.32898835541295,675.353608883609,3.298808406944405,0.03267448016276129,0.3757984953926598,283.76020154225654,93472.18148848118,1.1475945398511287,9.804571235748153,1.89934132007907
54,13.808580743693648,-89.32898836632829,678.6606888626858,3.2989841395357025,0.035777817804491845,0.3840347738471098,283.73870552239254,93434.98686114761,1.147224793927652,9.804561058055727,1.89954534817684
55,13.808574406136884,-89.3289883772436,681.9677688417626,3.299159872127,0.03888115544622241,0.39227105230155984,283.71720950252853,93397.8042946724,1.1468551400744065,9.80455088037915,1.89974941313234
56,13.808568068580122,-89.32898838815893,685.2748488208393,3.2993356047182973,0.04198449308795296,0.4005073307560099,283.69571348266453,93360.63378601894,1.146485578275031,9.80454070271842,1.89995351495503
57,13.808561731023358,-89.32898839907426,688.5819287999161,3.299511337309595,0.045087830729683524,0.40874360921045993,283.6742174628005,93323.47533215075,1.1461161085131608,9.804530525073536,1.90015765365437
58,13.808555393466596,-89.32898840998959,691.8890087789929,3.2996870699008922,0.048191168371414086,0.41697988766490995,283.6527214429365,93286.32893003234,1.1457467307724392,9.8045203474445,1.90036182923982
